CUSTOMER_HK,DAY_DT,BANK_IS_ACTIVE,INVEST_IS_ACTIVE,PLAN_NM
a89dfd524f488a28a700d8d808471e8853a6fe16c18af23fb6ea69544020ac80,2021-01-31 0:00:00,0,0,standart
0f4c1e071c66d67909b362c07ec8f349d5f225a1d77edee34d18a52b9ed3646a,2020-12-31 0:00:00,0,0,prime
f89790ce827a54e5f960c9ab209a1e6494af170a98dd0080c96bedfe329c4d34,2021-01-31 0:00:00,0,0,prime
c71a9652f1dee167e0866c0e7841570dc4601ecaf08bc4dff4f5693ed656bc65,2020-12-31 0:00:00,1,0,prime
4840e735babbb708858fd4c7ba090a77e8ffd51ec1d24f229bfbf0bbb21e6450,2021-01-31 0:00:00,0,0,prime
af3f6ddfc9a2189b45e55f12ac0ee4584f5f9735b748dd627255bca77afc92d6,2021-01-31 0:00:00,0,0,prime
d8a986481922f46d8d35085572c777d13e9dd441a91de9c6beb21e8af4f01335,2020-11-30 0:00:00,1,0,prime
6aabfd801845ac79dc4382716331917caea5f2870e04c3ce1830099757485f07,2021-01-31 0:00:00,1,0,prime
304df0111a3995b20f703f376c4688c87848eb96cda32692af9fa7363a03708f,2021-01-31 0:00:00,0,0,standart
235bb4c84e1c63053b616dacf448272185d5c329e24aec5f859449b916ff023b,2021-01-31 0:00:00,1,0,prime
373a18fc7594ac00ac9b46fc74425a85b8b7c54539084d9993424aed630ea398,2021-01-31 0:00:00,1,0,prime
9f63f82db9b7e9b2572df1593522437b5e9cd31893b0f8ddfc6d14a293fc5a8c,2021-01-31 0:00:00,0,0,prime
5a41cc902d985b09ca0901b27a6354d3085511fa01fc94c75d076fb49e4b5d31,2021-01-31 0:00:00,1,0,prime
4fb884df10ebc47b38785540a7c62990b1678920cd4b2c7a52c0f79a4e068187,2020-12-31 0:00:00,1,0,prime
cfc04930015e3933fd766dc4295ffc3d651b5eb3c40549fd3bd742f2c35bec9e,2020-11-30 0:00:00,1,0,standart
e77deb624cbf9549b3250c2f540724c055a3d0c16862802f81f2ca05e47cd970,2021-01-31 0:00:00,0,0,prime
734a2703263b388067015e611f997b8ab5043e5a574403c3642399fd7ae5e297,2021-01-31 0:00:00,1,0,prime
df308cef03d65ef8e53aacfa6b32c1defb88a0ff20f09a3bedce507dcd185182,2021-01-31 0:00:00,1,0,prime
5f615bd676f7d8cf4fafd329a7102396cf891c94a3894d53a21d71ec7468b331,2021-01-31 0:00:00,0,0,prime
8516f10ad207a9e0ba9197cb38b8decdabb63cdaa6a5c33c61cc55981ad52269,2021-01-31 0:00:00,1,0,prime
d3b9226d1ff3df9b1544ce4e40e12ea9b4f52b024d3cefdf89164eb8ffebad3f,2020-12-31 0:00:00,0,0,prime
3d290154c2f304e6f4e4fe5ed4c5eb2fc88350879ef0d1cd8036446a5dbd0d12,2021-01-31 0:00:00,0,0,prime
d6dabb04edc52d716f1aaeca41cb9452ece029611bf099ea631ec7d3876550e7,2021-01-31 0:00:00,1,0,prime
147160fa475bc7e70e1ac3b9fb2aec6f9cdcd0be8d6f0eca18643a691b58ddae,2021-01-31 0:00:00,1,0,prime
c7c5ffb14fd062461c1666feb41dcb727bec11eee1027508d3be463760505e29,2021-01-31 0:00:00,1,0,prime
782e7a14a5bbe4d98500455758cff956d2d1175dca35f5091cf9f13a39b3ad3d,2020-12-31 0:00:00,1,0,prime
240c4cceffb4c476bfa7ff07832b78299c959ca79aaebefc0325dd93f82414ae,2021-01-31 0:00:00,0,0,prime
ce53b6f28189c919551ef0b75b3f0ac85787f5861069a3aa238099d38a67502c,2020-12-31 0:00:00,1,0,prime
9f2adc33383a31c97f4246b1431652ec22f3fcbeeea8491ea99672ef7fbb67a6,2020-12-31 0:00:00,1,0,prime
ecd3357f58ed8a01cf3533cc8ba9f9b215fa5745b137f991bcfa017eed3e2e90,2021-01-31 0:00:00,0,0,prime
7f002acfea3071f6db673b4fc678aa4107934ff22d4a6f2ba179725b20ce35cd,2020-12-31 0:00:00,1,0,prime
321fe9d13b1b25fc11768b1f3bfc99d1aa39874877370fb198824821733b5eaf,2020-12-31 0:00:00,1,0,prime
551784a47fe29b9b1abee5116800bc49c5a81b8d50ee15b7997d31a2ddb1ba1a,2021-01-31 0:00:00,0,0,standart
10f93ca7edf7783af119482030ffbf52492b97925c2178bce74e48658b08a428,2020-12-31 0:00:00,1,0,prime
414a7840f7ac5424ac4fbef1c1dfdafea979e0aaafccd84a0f2f635aaf0d4cb3,2020-11-30 0:00:00,1,0,prime
08000ea0638995c98b3f9aa6e49348a645b78fecff67825b4e81f01bb7e36611,2020-11-30 0:00:00,1,0,prime
61196a8582e3d0cb19c6dc745ca6a77f8f7c5f6a99ab1ec1ba5b298508105faa,2020-12-31 0:00:00,1,0,prime
93894bc6ee810e6710fe6f8053579a3c2e91012dcee8e7f843c9f195bcdff1d6,2020-12-31 0:00:00,1,0,prime
84a395f6a023a9a6f02e01974a8862eda0e7b95d170b0ad2c5146db37625def4,2021-01-31 0:00:00,0,0,prime
bdf8504eaecbf4f1e3cb16fbb345e4cf54a4a9512dcc55eb40f15015210e21f6,2020-12-31 0:00:00,0,0,prime
d8a07e2a907b9ae3993099503d2e704c25409066b2bf0595037fc75c74c19794,2021-01-31 0:00:00,1,0,standart
4775a1e30de08f8f2f7cd947bf7ef89ead1202901c5db4fe616a2e971c96dce4,2020-11-30 0:00:00,1,0,prime
71c80e8c033b988574e8a03c4ed4974db8f6170adec95ac7ba297ffa34a85d18,2021-01-31 0:00:00,0,0,prime
83498380c79a25f37ea335f6e6aa948661bb98c35be594de4551b588426fe009,2021-01-31 0:00:00,1,0,prime
7ff64120d1ef1b827cc944f357ea5a2f49507f89b7fc7a669d3f4ee66ac03f08,2020-12-31 0:00:00,1,0,prime
e23d35f72a3b9d3416fb6f8c4c1f550d767e563e89cb3174b7f5515dabcf17e3,2020-11-30 0:00:00,0,0,prime
b58118488802bd6de9117d294c39bdaf65542741f8fc13b1106ff7adc98977de,2021-01-31 0:00:00,1,0,prime
a4b25f748f88b31539409127f42d827b6ea3f9abc8b99e816a1dd9e0bc6cc981,2020-11-30 0:00:00,1,0,prime
39e5f8e010e1f8d354bfd07175186c2e18cd5ac53063c3044cf769c7bec9d20e,2020-12-31 0:00:00,0,0,
50a9acbe8aede5f3418c6457e91fabab73a07ffe20096fa546fc3017b101592e,2020-11-30 0:00:00,1,0,prime
e1c5f39128b0b86a55d5fd902a4ccf471f35a56e255787273a69dfc91007a4ca,2021-01-31 0:00:00,1,0,prime
596a2a36bd0e1cd69b330ec2becaf44e7cb6e9b1705356bfe54efe0e5176b99e,2020-12-31 0:00:00,0,0,prime
dd3a95735730d0b13d9ab924abbb2ae5d0bad6f48cd8ef0544d2e8ad0f804dfa,2020-11-30 0:00:00,1,0,prime
964d9397db8fe66fe63e9ccdcc362eeae8e3f50c55dc7cb430694351ef272ebf,2021-01-31 0:00:00,0,0,prime
d3d9ca4a7d019074a4fd3c2b4964d934d001a98b51d030988c93c01398e50b6a,2020-12-31 0:00:00,1,0,prime
258236ac812eabdd19ca450a72a0dd375cf729ca7c9e185b8ce7f8d00f2e1236,2021-01-31 0:00:00,0,0,prime
b5eb449418e08a78c774ed67c17e4a33845fffecc373e793591a9cef75bbed6b,2020-11-30 0:00:00,1,0,prime
6d5bbe69979bc5229d4430f496df08364f5de2953b9bb155cea68dd78faf64e4,2021-01-31 0:00:00,1,0,standart
1aadabb9540265f9d22cbd7164c3927aa24f25ed437d5802ccb6398aca67b08a,2021-01-31 0:00:00,0,0,prime
82cfad9d64a4293429356a94a02d280e712e42d8a2e1828b5444a5b980d088e0,2021-01-31 0:00:00,0,0,prime
8021e68ac1657f86845e8bf569fffb31cb44981d515c2d6249a6ffad9d29680a,2020-12-31 0:00:00,0,0,
9ff6849d6fedb33cc0e738950db64781a427d8f9b570a50e0f0cfbcb9d156087,2020-12-31 0:00:00,0,0,prime
fb41d08f7db65d62fae5bd73da46edef26b9e4cfd1df900e8f97e6d71aee93b0,2021-01-31 0:00:00,1,0,standart
fa6138f98ea18887de655d375bb6e5d27827a8b1bd89cd1a4ad6ea9b20879525,2020-11-30 0:00:00,1,0,prime
18147abed2f1b81e75622bf27ee7aac45ec78e6549bb5c86f962866db7b02ddc,2020-12-31 0:00:00,0,0,prime
bbc8dee694cc1e0065708a65ddf23942a2735c6e7234a11b759f8c03ff840588,2021-01-31 0:00:00,0,0,prime
1d6af77bd8afb2b8c969215b548244ebefc315d91f3ab0147c84324fdcdd1b4c,2020-11-30 0:00:00,1,0,prime
39c1fb852b89004fc50e32a91aa363230011e1e0249b36ad1d16e36574587fad,2021-01-31 0:00:00,1,0,prime
459ea688a4751a4655caf4d527208272ce94b43a1628b1958035cd1f7be1872d,2021-01-31 0:00:00,0,0,prime
8c9f6e1b17f42188d5564a2dc9fa388488a067e604fa8333ecc8db63ddcd8e97,2021-01-31 0:00:00,0,0,prime
c0ef2d7ccf601876cd6b8737ba779c3861c4e931f1cfc8fb69d8b4e29c819427,2021-01-31 0:00:00,0,0,prime
f5b5f912caa9cacbe5d360f490b4bb73d2ecdc8379b233906e27535f338ed39e,2021-01-31 0:00:00,1,0,standart
4013f4bfb0dd3c6aa22891e9ec8602c340469d29fb35e08280c11a9b797b7c6f,2020-12-31 0:00:00,0,0,prime
ce8d4c9721dec11347806ae1eff93d1eaa81e01dfb637d2bbdb7156274aa1000,2020-12-31 0:00:00,1,0,prime
e32aed66b44ac732c2f0f261cff928324610ba6b66395d928904f3277e0ec0f6,2020-12-31 0:00:00,0,0,prime
b19f60e61bdf6b1eb596a932ba6f2c5be587348b591832a86178e7c60b06b677,2020-12-31 0:00:00,0,0,prime
238fe4ef9aa063a4ffe2424a20ead5ab9d269cf43ac328271caab3df9adf51ed,2020-12-31 0:00:00,1,0,standart
488c8c0b33e4708472c90d143956d50df52bc1c323167f7fa08ba1fdc0f3d378,2021-01-31 0:00:00,0,0,prime
0a1a7dc63d78e803167aeddfb907325e67102b2df5428ab4cd3961e8154fde99,2020-12-31 0:00:00,1,0,prime
147160fa475bc7e70e1ac3b9fb2aec6f9cdcd0be8d6f0eca18643a691b58ddae,2021-01-31 0:00:00,1,0,prime
188c8177af07f29877c381dca018b6285867fafc2121f9fccffc4b8916215d77,2020-12-31 0:00:00,1,0,prime
940773f07e4efb23cdda58644593b7a1629134582aaf77f91869e832973f66fe,2021-01-31 0:00:00,0,0,prime
b2a594a34678b98e76d342a791420c18c1c7e3f296b7469bd0b5cf7fadc12e51,2020-12-31 0:00:00,1,0,prime
cafc39142a60c80b8bce70f6d7e5f59783a0fca1b28f3b94f47ffedc27ecb366,2020-11-30 0:00:00,0,0,prime
8aec550ec4dc11e4122ed6f9ffbc2a03485a833161c57cffd02e1b89c894ed0f,2021-01-31 0:00:00,0,0,prime
50f961f4cbd722a303112488e306ba1b94ee0cf3946f5c6551ad57339ab2edb7,2021-01-31 0:00:00,0,0,prime
0b727897f2c3c50e9bc00a79a45ef24b2bafe93a20f61249eca1e95b4de48296,2021-01-31 0:00:00,1,0,prime
c88793b69890d5bfec7f57164738243df005215ce2f52bc61ed0b2fd16c0866d,2020-12-31 0:00:00,0,0,prime
29d1adddf2a59f6a4cdb0c06cf957d989d8b583c9e60c060ad29c671928ffc19,2021-01-31 0:00:00,1,0,prime
c2bb7d5d7d72813af27a6d9166f68f7bb90c455a272423e1e1cb6a57faaaa042,2021-01-31 0:00:00,1,0,prime
bd0c2cbf31cbc8831c5c52802ba68662ca03225950e01d82f0172749ec30f16e,2021-01-31 0:00:00,0,0,prime
dd480b1f92d59fa9a6e9e10ed865a08450e41d4142abf4c9889be3b8e05a78bb,2020-11-30 0:00:00,1,0,prime
4ae358e04dd4f47a9d923ec3234a781f9688b9edb9ebae53f1b44b9c38dcfd53,2020-12-31 0:00:00,1,0,prime
11c0c732b0dd408c1d01803ef4fc2b493ba9ec3f191697f22b45f7a5915bf86a,2020-11-30 0:00:00,0,0,prime
98b0c1dd456ac8e38e447bc7105edf86300f43b202a46129523430d65548a46a,2021-01-31 0:00:00,0,0,prime
6ad57decbb45f4b774c55fc149993c7de6e051804781f39d75aed5e9e3811a61,2021-01-31 0:00:00,1,0,prime
0c7f7e6187b195d777e40228da90a85b1dd9772af074dcb89fd1d4c2e4e3d671,2021-01-31 0:00:00,0,0,prime
8c9f6e1b17f42188d5564a2dc9fa388488a067e604fa8333ecc8db63ddcd8e97,2021-01-31 0:00:00,0,0,prime
9c851f2d3abf225405b9cd7c033c57e8fd9b316cca87bcda42356adf7b849dcd,2020-12-31 0:00:00,1,0,prime
6bc31e61c5998cab312c708b1026cea79deef21e44c103bbe9b05666680c09ff,2021-01-31 0:00:00,0,0,prime
a2e6b77e381799cb56a6c90375edaca033862fb32e4533b5a9b415348ebb6390,2020-11-30 0:00:00,0,0,prime
c79368eca9fd5226941cc9abc637831c13357ec297521644b4be6d34a2de53c8,2021-01-31 0:00:00,0,0,
1d02dd3589597a77ffe653cdddcabc0ac18b0ce354fd54e77beff31d1b159f12,2020-12-31 0:00:00,1,0,prime
ee10c19a0f78f26ff010e0112765e3897a0c26413d8512ea439f2533297b1d10,2020-11-30 0:00:00,1,0,standart
dc1bf2ea3113c19c0541a4dfbf107fb38babdf6c0ad25056c54a65df4e5864ab,2020-12-31 0:00:00,0,0,prime
88bec88afe91e1e6d7b62f7a0d93cccbf673fb85bd9ed3d8121f9383662a749c,2021-01-31 0:00:00,1,0,standart
8592e97d2f0303ebbb7c40f5482714beaa4856e5fd98a09d7a9c41c91232b85c,2020-11-30 0:00:00,1,0,prime
66742319a14045a92238f89b034c78f9bedc46c21709ef518e00c0af438665a6,2020-11-30 0:00:00,1,0,prime
32b8f7aaff0f818dcff99bb51b177e784ab2f4ee5a2c1821a30b67d8fda6ea44,2020-11-30 0:00:00,0,0,prime
088e9d5cf02da0d77c7f73c0fa94d21bd663eaf231c824ca79d0287b47b5cedc,2020-11-30 0:00:00,0,0,prime
9eb385abaf7540d692369ab3049a54c35189754d33eaebd9b135acff8c07372d,2021-01-31 0:00:00,0,0,prime
1156d308b6821e46b58399303104ff390b79b4dcd52b7f59beadeca29e16c7ba,2020-12-31 0:00:00,0,0,standart
cc83724e1bda0857c61afab4e5b287e20ea95e9ecb5f36e36856257f71b89703,2020-11-30 0:00:00,0,0,prime
1cab1c1350f8d646dbb38e8b2c2861771ea3feb98198a963cd0d25e547b26152,2021-01-31 0:00:00,1,0,prime
9a6e40f40bd9bc1bc840d569c29f8451f2807a3d513a2634f40e635ed9306d59,2020-11-30 0:00:00,0,0,
21ce4e0f60745b21add36d0db15d6161bb749db0e33073b8d02dfeba739d8dc2,2021-01-31 0:00:00,1,0,prime
a753e66f20e96bc9bbd8d1075f3bf9c4867db7ae9a826162e64eec109f96c13e,2020-12-31 0:00:00,0,0,prime
9dcf3b2bcc865cfbac1de4f8a0e5443c638602b7402660bf45e3c267fc99c9fc,2020-11-30 0:00:00,0,0,prime
f88f17d150779a035a6f6160624d815dc234236e61269d619552d1aae1bacf1a,2021-01-31 0:00:00,1,0,prime
cb35d6abd687079b6322ad4ab8d36c16a007fb87b340eb1dd2b1531bad7858f2,2021-01-31 0:00:00,1,0,prime
3621039a60390ef0eb38ab3ba8aef9d03246a5e38e3ae00e53b9d5d6da62d00d,2020-12-31 0:00:00,0,0,prime
6bd7c2797adaba485022514079bd85f987fc9e157ad01f63d73447f6c18eb9f1,2020-12-31 0:00:00,0,0,prime
fd5b6fe22b462ccd612ef0f3abb7b558ed7b369761b6390f0ba1e4027d8590c4,2020-12-31 0:00:00,0,0,prime
dbeeb4a21cdc8dfce5dc88b5d023e9981d9c94c7f961f426907004fd56abbfe9,2021-01-31 0:00:00,1,0,prime
860a6618322e815be0e88d98ed64fe81c0d65165fb740a18cb029d1aebb00abe,2020-12-31 0:00:00,1,0,prime
238fe4ef9aa063a4ffe2424a20ead5ab9d269cf43ac328271caab3df9adf51ed,2020-11-30 0:00:00,1,0,prime
561cb4928bf403a8f23cface28ec053a0c38e1b1a2e903eb0af2acccd4ef04fe,2021-01-31 0:00:00,1,0,standart
46d32a38aec524a547e69690895a8aa6f731dacdc6b45900be0d8726beaaab54,2020-12-31 0:00:00,1,0,standart
79f4ee9939d12dfe8dc5e2f911ec6329289f3bdf68446bca21a865088d9cfd30,2021-01-31 0:00:00,1,0,prime
ff8011e77505af6c2098a21639e9550c15757627478b2066974d4dfef29f475c,2020-12-31 0:00:00,1,0,prime
7aaccb9b9a86b520af63f0dc9e5c8ea9c60b75914350b71e67896a0e94c226ea,2020-12-31 0:00:00,1,0,prime
cceca789272f2af98b9139865014972650b970e6de5a3bfa5c14f4af167eb7f5,2021-01-31 0:00:00,0,0,standart
c479a53fa87e1e1ada2d097ea446b8d6a2947520304174531de2ec7c12edb421,2021-01-31 0:00:00,0,0,prime
57090e6faaf6ecf9456a9c93bdf847654fd8dadaeac62a672b464ab1de76785c,2021-01-31 0:00:00,0,0,prime
6eb763cdea9dc6fcd3d7d78be0dee6084ace17a61646260749224a421a0cb397,2020-12-31 0:00:00,1,0,prime
6c11feab4d63aca87270c4c45412d5f167f2f45f6ecd38338cf1c44523a8b3b1,2020-11-30 0:00:00,1,0,prime
7fbf8778fd951adb32eb5d77378a776494d8b9a71cd678abf2ca009dba97f542,2021-01-31 0:00:00,1,0,prime
fb6c35babd48a10893bc255c369776e706ba2329a4b91ced52ad10b760e54e68,2021-01-31 0:00:00,1,0,prime
ca254e8c057c621d56831ebcccacaf5436c2d39958451ee54c0eb6c53e853537,2021-01-31 0:00:00,0,0,prime
0797307b5e3dee86dc76a795a57b42175804303053e48a70e0b536f5b9d78c27,2021-01-31 0:00:00,1,0,prime
6fc56db2d46d3bdfc0ca15dabccc20044daae69a02adf30d6e77d869b20e094a,2021-01-31 0:00:00,0,0,prime
12d1ba4a486acc9dd8243b917dd6a2ef2f91a4b0254cb668064829d359019507,2020-12-31 0:00:00,1,0,standart
a126f781578afa20dbdc7f2310456e703234a9c6e0dc959f756bc89ed087c936,2020-11-30 0:00:00,0,0,prime
8eb3a710424d8a11b7dbff4e84179b89d4fb92bc3ea7e16b43b5ab03a403c879,2021-01-31 0:00:00,0,0,prime
19f2878734c2f5d3fe97da9c9fd7de6bbc6a95e5c45782a7834dfa3546336520,2020-12-31 0:00:00,0,0,standart
014c19a24926c0ad8323f96517d96d18cfacdd706543493abae772692aaa168e,2020-11-30 0:00:00,1,0,prime
9e27c7d6944a17ab8eba879f1f8cf2f5c52e821a295d824afd32c1cb6076ca23,2020-12-31 0:00:00,0,0,prime
9d360c22701cf73206f0deffc47e7c52cb326667741ee2f497dbab8eeb7b0692,2020-12-31 0:00:00,1,0,prime
acdf46f019c8226fc83eec466e5ac626484202141674aa7d5f1a5835b63d8bd1,2020-12-31 0:00:00,0,0,prime
cc7f51a0f82e416cf46c3805b8162f048eb0d98512e68f6d63213fce0d7695f4,2020-11-30 0:00:00,1,0,prime
f9e26160cc5032367017d67beb121a352ee08f60870de2fff2a21d42ea8a65f4,2020-11-30 0:00:00,0,0,prime
f61279b916d967ed1ffdbb2afe4edf95b7aff396ef0a6bb629f5fa83d4f833c4,2021-01-31 0:00:00,1,0,prime
d4b63864e173154289ab5e6889ff3d82a9b1495b279d5756128e66afde06c81b,2020-11-30 0:00:00,1,0,prime
9da0dfc762d468731c49cf051958a1f487307e19f819af8b075c681ed0a68d32,2020-12-31 0:00:00,0,0,prime
1c04eb6e2f4e88a6c05706c9fdb2734aa7aa8153c2fd257e588ce9f16eab7009,2020-11-30 0:00:00,1,0,prime
69451a82642e3a0b95f8c8efa1125440448b35b894186ce7df33446112e594b2,2020-12-31 0:00:00,1,0,prime
b4a3dc04e74e2fb64cff57ce83fc17234aa2e2159b38cf725f4498b44b042d47,2020-12-31 0:00:00,1,0,prime
341aa316d53df8869eadcd9db5ef035e2173e84e4dca7e160948a95b573c2dae,2021-01-31 0:00:00,1,0,prime
5c994c01110d3e3835c19101cecfc4c0d67e32f1b0ad376c6804dadd83cc1294,2021-01-31 0:00:00,1,0,standart
b00ae4002d3a6033b02464042757a04bc53fb432c58def1446b34e10c0479a30,2021-01-31 0:00:00,1,0,prime
732006c6340f8af9f7a489134f653fd4558b23ca2ddc0ddffaf636ebddd37dc5,2021-01-31 0:00:00,1,0,prime
b00973cad4b01c73dc8b197b10563e83ae129ac6ee77eed74fd7f35a9138d0aa,2021-01-31 0:00:00,1,0,prime
ff12e046058760f11c98f42e140ed244efc12bb6f61c2cf81481253af9f35d01,2020-11-30 0:00:00,1,0,prime
30c763dc9f79994f77b47553cf72c3f2bf0dd4076986ceabf257349e3b73b188,2020-12-31 0:00:00,1,0,prime
b656b51dc99faf91d6d44bb3283bd3cdf39f1de2462d71bb8e294c5651c84f38,2021-01-31 0:00:00,0,0,prime
5ec23c49fd6f076f380c381798c6350b6418633747140cdfad3b18570ae0556a,2020-12-31 0:00:00,1,0,prime
bbcb59bf8e04040363915986a42db29152fab4a095da1e8170b9ff766901ff1c,2021-01-31 0:00:00,1,0,prime
966f5931665f12c6423b6b3460e497794572f0e6be040d6a0a63db3a1acdaa00,2021-01-31 0:00:00,1,0,standart
ccf13a255149c5af5a1baf2b131cf6845a606c4e7051cc9989509e155a4fd881,2021-01-31 0:00:00,1,0,prime
8dee2fc92a8d0f39bf8cac4a7167792c89dc590ee87007e09ce68d085a46c0b5,2020-12-31 0:00:00,1,0,prime
